file_name,year,char_id,char_name,mention_count,is_detective,is_main_character,is_main_detective,degree,pagerank,betweenness,closeness
1856_Feval-Paul_Madame-Gil-Blas-souvenirs-et-aventures-d-une-femme-de-notre-temps_(Volume-3),1856,1,pidoux,484.0,True,False,True,128,0.13200136756849767,0.0,0.9
1866_Gaboriau-Emile_L-affaire-Lerouge,1866,1,m. daburon,2291.0,True,False,True,776,0.1555617304752062,0.0,1.0
1867_Aimard-Gustave-Auriac-Jules-Berlioz-d-_Les-Forestiers-du-Michigan,1867,0,basil,1575.0,True,True,True,345,0.23703677153974367,0.0,1.0
1867_Gaboriau-Emile_Le-crime-d-Orcival,1867,1,m. lecoq,3095.0,True,False,True,701,0.17168245404897914,0.0,1.0
1867_Gaboriau-Emile_Le-dossier-113,1867,6,m. verduret,1310.0,True,False,True,267,0.07895558763612515,0.2361111111111111,0.9
1868_Feval-Paul_Les-habits-noirs_Tome-III-La-rue-de-Jerusalem,1868,2,pistolet,1522.0,True,False,True,419,0.15876377743133757,0.08333333333333333,1.0
1868_Gaboriau-Emile_Les-Esclaves-de-Paris_Tome-II,1868,2,andré,1550.0,True,False,True,229,0.091108748838887,0.2222222222222222,0.75
1869_Feval-Paul_Maman-Leo-Les-habits-Noirs_Tome-V,1869,9,lecoq,475.0,True,False,True,120,0.07082979046178015,0.3333333333333333,1.0
1869_Gaboriau-Emile_Monsieur-Lecoq_I,1869,0,lecoq,4569.0,True,True,True,678,0.25510338331161936,0.0,1.0
1870_Gaboriau-Emile_La-vie-infernale_1-Pascale-et-Marguerite-2-Lia-d-Argeles,1870,2,m. fortunat,2302.0,True,False,True,210,0.07354570705551525,0.3981481481481481,1.0
1871_Gaboriau-Emile_La-Degringolade_Tome-1,1871,5,me roberjot,689.0,True,False,True,199,0.09517131923354681,0.2222222222222222,0.8181818181818182
1871_Gaboriau-Emile_La-clique-doree,1871,0,daniel,6692.0,True,True,True,1116,0.192643303145526,0.0,1.0
1872_Gaboriau-Emile_La-Degringolade_Tome-3,1872,0,raymond,2830.0,True,True,True,745,0.22286439070267944,0.0,1.0
1872_Verne-Jules_Le-tour-du-monde-en-quatre-vingts-jours,1872,3,fix,965.0,True,False,True,345,0.1473863042983178,0.0,1.0
1873_Gaboriau-Emile_La-corde-au-cou,1873,4,maître folgat,1367.0,True,False,True,475,0.1014105238221854,0.05555555555555555,1.0
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable,1876,1,chambras,1113.0,True,False,True,346,0.1493311455791236,0.0,0.9
1876_Boisgobey-Fortune-du_Les-Mysteres-du-nouveau-Paris_(Tome-2),1876,0,marcel,1793.0,True,True,True,670,0.22855037587380878,0.0,1.0
1876_Montepin-Xavier-de_Le-Ventriloque-L-assassin-de-Mariette,1876,7,brigadier,267.0,True,False,True,138,0.08433367214552888,0.0,0.8181818181818182
1876_Montepin-Xavier-de_Le-Ventriloque-La-femme-du-Prussien,1876,4,passecoul,414.0,True,False,True,224,0.09607781537752359,0.3611111111111111,1.0
1876_Montepin-Xavier-de_Le-Ventriloque-Le-mari-et-l-amant,1876,5,jobin,493.0,True,False,True,209,0.08422360034050132,0.2222222222222222,0.9
1877_Debans-Camille_Le-Capitaine-Marche-ou-Creve,1877,8,malbec,833.0,True,False,True,318,0.06565308574678413,0.2222222222222222,1.0
1877_Parfait-Paul_L-Agent-secret,1877,6,colmache,470.0,True,False,True,324,0.07695708301205877,0.0,1.0
1877_Pont-Jest-Rene-de_Le-N°13-de-la-rue-Marlot,1877,2,william dow,1240.0,True,False,True,368,0.142334262059245,0.0,0.9
1878_Aimard-Gustave-Auriac-Jules-Berlioz-d_Jim-l-Indien,1878,1,adolphe,723.0,True,False,True,196,0.1371721236879703,0.0,1.0
